,TS_ID,Team,Season,Conference,NatChamp,Playoff,ConfChamp,Heisman,Games,Win,Loss,Off.Rank,Off.Plays,Off.Yards,Off.Yards.Play,Off.TDs,Off.Yards.per.Game,Def.Rank,Def.Plays,Yards.Allowed,Yards.Play.Allowed,Off.TDs.Allowed,Total.TDs.Allowed,Yards.Per.Game.Allowed,First.Down.Rank,First.Down.Runs,First.Down.Passes,First.Down.Penalties,First.Downs,First.Down.Def.Rank,Opp.First.Down.Runs,Opp.First.Down.Passes,Opp.First.Down.Penalties,Opp.First.Downs,X4th.Down.Rank,X4th.Attempts,X4th.Conversions,X4th.Percent,X4rd.Down.Def.Rank,Opp.4th.Conversion,Opp.4th.Attempt,Opponent.4th.Percent,Kickoff.Return.Rank,Kickoffs.Returned,Kickoff.Return.Yards,Kickoff.Return.Touchdowns,Avg.Yard.per.Kickoff.Return,Passing.Off.Rank,Pass.Attempts,Pass.Completions,Interceptions.Thrown.x,Pass.Yards,Pass.Yards.Attempt,Yards.Completion,Pass.Touchdowns,Pass.Yards.Per.Game,Pass.Def.Rank,Opp.Completions.Allowed,Opp.Pass.Attempts,Opp.Pass.Yds.Allowed,Opp.Pass.TDs.Allowed,Yards.Attempt.Allowed,Yards.Completion.Allowed,Pass.Yards.Per.Game.Allowed,Penalty.Rank,Penalties,Penalty.Yards,Penalty.Yards.Per.Game,Punt.Return.Rank,Punt.Returns,Net.Punt.Return.Yards,Punt.Return.Touchdowns,Avg.Yards.Per.Punt.Return,Punt.Return.Def.Rank,Opp.Punt.Returns,Opp.Net.Punt.Return.Yards,Opp.Punt.Return.Touchdowns.Allowed,Avg.Yards.Allowed.per.Punt.Return,Redzone.Off.Rank,Redzone.Attempts,Redzone.Rush.TD,Redzone.Pass.TD,Redzone.Field.Goals.Made,Redzone.Scores,Redzone.Points,Redzone.Def.Rank,Opp.Redzone.Attempts,Opp.Redzone.Rush.TD.Allowed,Opp.Redzone.Pass.Touchdowns.Allowed,Opp.Redzone.Field.Goals.Made,Opp.Redzone.Scores,Redzone.Points.Allowed,Rushing.Off.Rank,Rush.Attempts,Rush.Yds,Yards.Rush,Rushing.TD,Rushing.Yards.per.Game,Rushing.Def.Rank,Opp.Rush.Attempts,Opp.Rush.Yards.Alloweed,Yds.Rush.Allowed,Opp.Rush.Touchdowns.Allowed,Rush.Yards.Per.Game.Allowed,Sack.Rank,Sacks,Sack.Yards,Average.Sacks.per.Game,Scoring.Def.Rank,Touchdowns.Allowed,Opponent.Extra.Points,X2.Point.Conversions.Allowed,Opp.Deflected.Extra.Points,Opp.Feild.Goals.Made,Opp.Safety,Points.Allowed,Avg.Points.per.Game.Allowed,Scoring.Off.Rank,Touchdowns,PAT,X2.Point.Conversions,Defensive.Points,Feild.Goals,Safety,Total.Points,Points.Per.Game,Tackle.for.Loss.Rank,Solo.Tackle.For.Loss,Assist.Tackle.For.Loss,Tackle.for.Loss.Yards,Total.Tackle.For.Loss,Tackle.For.Loss.Per.Game,X3rd.Down.Rank,X3rd.Attempts,X3rd.Conversions,X3rd.Percent,X3rd.Down.Def.Rank,Opp.3rd.Conversion,Opp.3rd.Attempt,Opponent.3rd.Percent,Time.of.Possession.Rank,Average.T.O.P,Turnover.Rank,Fumbles.Recovered,Opponents.Intercepted,Turnovers.Gain,Fumbles.Lost,Interceptions.Thrown.y,Turnovers.Lost,Turnover.Margin,Avg.Turnover.Margin.per.Game,Avg Rank,Net Yards Per Play,winpct
199,917,Notre Dame,2020,ACC,0,1,0,0,11,10,1,22,788,5007,6.35,46,455,20,687,3686,5.37,22,23,335,70,65,103,18,186,70,65,103,18,186,38,8,13,1,30,8,18,0,26,34,18,619,0.0,56,320,203,2,2613,8.17,12.87,15,238,56,200,358,2470,10,6.9,12.35,224.5,14,50,431,39.18,15,11,24,0,2.18,15,11,24,0,2.18,94,56,23,10,11,44,0.79,81,28,8,6,10,24,0.86,20,468,2394,5.12,31,217.6,15,329,1216,3.7,12,110.5,62,24,122,2.18,14,23,20,1,0,15,0,205,18.6,21,49,48,0,0,15,0,387,35.2,14,74,24,322,86,7.8,9,150,74,0.49,6,42,143,0.29,8,33:57:00,25,10,7,17,8,2,10,7,0.64,21.0,0.9799999999999995,0.9090909090909091
200,926,Pittsburgh,2020,ACC,0,0,0,0,11,6,5,79,814,4176,5.13,34,380,24,765,3735,4.88,34,35,340,82,76,101,29,206,82,76,101,29,206,78,9,18,1,63,11,20,1,21,21,44,372,0.0,38,425,245,12,2857,6.72,11.66,14,260,83,211,377,2706,23,7.18,12.82,246.0,114,88,777,70.64,86,9,83,1,9.22,86,9,83,1,9.22,20,47,19,8,15,42,0.89,18,32,9,9,6,24,0.75,111,389,1319,3.39,20,119.9,4,388,1029,2.65,11,93.5,80,26,191,2.36,40,35,33,0,0,9,0,270,24.5,61,36,32,1,0,23,0,319,29.0,2,85,52,452,111,10.1,99,173,63,0.36,24,59,167,0.35,37,31:09:00,41,6,14,20,4,12,16,4,0.36,51.5,0.25,0.5454545454545454
201,939,Syracuse,2020,ACC,0,0,0,0,11,1,10,125,656,2918,4.45,20,265,112,877,5103,5.82,43,45,464,126,124,130,28,282,126,124,130,28,282,118,6,18,0,96,11,17,1,78,18,21,398,0.0,110,336,173,12,1906,5.67,11.02,15,173,94,244,373,2803,19,7.51,11.49,254.8,105,77,728,66.18,57,26,170,0,6.54,57,26,170,0,6.54,121,21,2,7,5,14,0.67,43,50,19,7,14,40,0.8,121,320,1012,3.16,5,92.0,103,504,2300,4.56,24,209.1,118,38,222,3.45,90,45,40,1,0,16,0,360,32.7,117,24,23,0,0,9,1,196,17.8,53,64,12,316,70,6.4,123,153,40,0.26,111,82,173,0.47,127,24:17:00,47,11,13,24,9,12,21,3,0.27,118.5,-1.37,0.09090909090909091
202,961,Virginia,2020,ACC,0,0,0,0,10,5,5,41,745,4233,5.68,38,423,95,693,4429,6.39,33,34,443,80,69,124,11,204,80,69,124,11,204,32,16,25,1,10,5,15,0,46,16,34,316,0.0,37,379,221,14,2606,6.88,11.79,22,261,123,203,323,3044,19,9.42,15.0,304.4,51,53,483,48.3,50,12,72,0,6.0,50,12,72,0,6.0,62,41,13,12,9,34,0.83,39,38,11,9,10,30,0.79,68,366,1627,4.45,16,162.7,37,370,1385,3.74,14,138.5,47,20,127,2.0,67,34,31,1,0,19,1,296,29.6,49,40,35,1,0,10,0,307,30.7,28,53,38,332,72,7.2,92,143,53,0.37,79,60,144,0.42,41,31:04:00,72,7,11,18,5,14,19,-1,-0.1,68.0,-0.71,0.5
203,962,Virginia Tech,2020,ACC,0,0,0,0,11,5,6,32,727,4848,6.67,40,441,102,795,4922,6.19,43,45,448,122,105,139,12,256,122,105,139,12,256,69,7,13,1,118,19,26,1,25,21,42,382,0.0,90,254,158,6,2207,8.69,13.97,13,201,108,240,389,2926,19,7.52,12.19,266.0,42,58,517,47.0,28,7,28,0,4.0,28,7,28,0,4.0,60,42,19,7,9,35,0.83,73,45,21,11,6,38,0.84,11,473,2641,5.58,27,240.1,86,406,1996,4.92,24,181.5,47,22,140,2.0,82,45,42,1,0,13,0,353,32.1,43,40,34,4,0,20,0,342,31.1,33,58,36,328,76,6.9,80,134,51,0.38,69,62,153,0.41,55,30:32:00,47,5,12,17,8,6,14,3,0.27,67.0,0.47999999999999954,0.45454545454545453
204,963,Wake Forest,2020,ACC,0,0,0,0,8,4,4,34,603,3482,5.77,32,435,107,599,3655,6.1,31,31,457,71,89,86,15,190,71,89,86,15,190,74,9,17,1,66,5,9,1,57,19,34,390,0.0,33,258,151,1,2126,8.24,14.08,11,266,107,176,278,2127,16,7.65,12.09,265.9,41,43,375,46.88,58,6,40,0,6.67,58,6,40,0,6.67,2,38,20,7,9,36,0.95,57,35,13,9,7,29,0.83,61,345,1356,3.93,21,169.5,90,321,1528,4.76,15,191.0,112,26,163,3.25,78,31,31,0,0,12,0,253,31.6,19,36,34,2,0,14,0,296,37.0,30,43,28,196,57,7.1,65,122,49,0.4,88,49,114,0.43,101,28:05:00,2,4,12,16,2,1,3,13,1.62,70.5,-0.33000000000000007,0.5
275,855,Baylor,2020,Big 12,0,0,0,0,9,2,7,118,629,2792,4.44,22,310,50,625,3451,5.52,32,33,383,66,80,83,13,176,66,80,83,13,176,43,12,20,1,114,9,13,1,109,16,21,393,0.0,71,331,205,8,1979,5.98,9.65,14,220,34,165,259,1827,12,7.05,11.07,203.0,99,65,562,62.44,82,13,109,1,8.38,82,13,109,1,8.38,69,28,6,10,7,23,0.82,88,37,15,9,8,32,0.87,123,298,813,2.73,8,90.3,82,366,1624,4.44,20,180.4,117,31,183,3.44,65,33,29,0,0,12,0,263,29.2,99,26,22,0,0,10,1,210,23.3,49,45,28,191,59,6.6,111,142,47,0.33,56,51,130,0.39,75,29:19:00,15,5,12,17,1,8,9,8,0.89,84.0,-1.0799999999999992,0.2222222222222222
276,886,Iowa St.,2020,Big 12,0,0,0,0,11,8,3,31,743,4852,6.53,47,441,29,715,3773,5.28,23,29,343,76,73,116,11,200,76,73,116,11,200,20,9,13,1,36,9,19,0,80,51,10,1137,2.0,45,344,229,9,2740,7.97,11.97,19,249,69,218,350,2622,14,7.49,12.03,238.4,31,57,491,44.64,105,14,172,1,12.29,105,14,172,1,12.29,51,46,19,11,9,39,0.85,11,33,8,7,9,24,0.73,39,399,2112,5.29,28,192.0,10,365,1151,3.15,9,104.6,21,15,84,1.36,30,29,26,2,0,12,0,240,21.8,37,47,44,1,0,11,0,361,32.8,32,62,32,291,78,7.1,41,142,62,0.44,21,51,148,0.35,24,32:11:00,58,6,8,14,5,9,14,0,0.0,30.0,1.25,0.7272727272727273
277,887,Kansas,2020,Big 12,0,0,0,0,9,0,9,126,637,2333,3.66,16,259,108,623,4133,6.63,44,52,459,87,112,84,14,210,87,112,84,14,210,104,10,24,0,121,8,10,1,123,12,8,329,2.0,112,283,155,10,1389,4.91,8.96,7,154,51,159,257,2007,20,7.81,12.62,223.0,38,51,418,46.44,118,21,347,3,16.52,118,21,347,3,16.52,99,18,7,4,3,14,0.78,123,43,18,11,12,41,0.95,115,354,944,2.67,9,104.9,118,366,2126,5.81,24,236.2,127,47,258,5.22,127,52,50,1,0,16,1,414,46.0,123,18,10,3,0,6,0,142,15.8,106,35,14,158,42,4.7,126,142,33,0.23,83,51,122,0.42,46,30:46:00,96,6,4,10,4,10,14,-4,-0.44,117.0,-2.9699999999999998,0.0
278,888,Kansas St.,2020,Big 12,0,0,0,0,10,4,6,106,601,3374,5.61,29,337,96,728,4447,6.11,40,42,445,106,89,121,19,229,106,89,121,19,229,43,6,10,1,53,9,17,1,116,16,29,419,0.0,108,247,137,10,1857,7.52,13.55,12,186,109,239,353,2675,20,7.58,11.19,267.5,81,65,564,56.4,13,9,18,0,2.0,13,9,18,0,2.0,7,33,13,8,10,31,0.94,55,46,15,14,9,38,0.83,77,354,1517,4.29,17,151.7,78,375,1772,4.73,20,177.2,23,14,103,1.4,84,42,40,0,0,10,0,322,32.2,82,33,30,1,0,12,0,266,26.6,36,58,20,240,68,6.8,112,127,42,0.33,64,59,147,0.4,84,29:01:00,88,5,7,12,5,10,15,-3,-0.3,101.0,-0.5,0.4
279,920,Oklahoma,2020,Big 12,0,0,1,0,10,8,2,18,716,4758,6.65,51,476,19,659,3336,5.06,28,28,334,67,52,94,31,177,67,52,94,31,177,6,8,10,1,100,14,21,1,84,36,27,810,0.0,11,337,234,8,3216,9.54,13.74,27,322,77,201,363,2430,11,6.69,12.09,243.0,111,76,698,69.8,60,10,67,0,6.7,60,10,67,0,6.7,15,55,23,14,13,50,0.91,52,34,14,7,7,28,0.82,75,379,1542,4.07,24,154.2,2,296,906,3.06,17,90.6,63,22,138,2.2,32,28,27,0,0,8,0,219,21.9,9,51,50,1,0,20,0,418,41.8,12,58,42,344,79,7.9,63,126,51,0.41,5,39,141,0.28,16,32:52:00,39,3,13,16,4,8,12,4,0.4,18.5,1.5900000000000007,0.8
280,921,Oklahoma St.,2020,Big 12,0,0,0,0,10,7,3,40,766,4277,5.58,30,428,40,706,3657,5.18,27,28,366,69,80,82,19,181,69,80,82,19,181,98,4,9,0,92,12,19,1,77,33,20,724,1.0,58,301,180,10,2330,7.74,12.94,14,233,35,177,310,2052,15,6.62,11.59,205.2,62,64,512,51.2,2,11,-20,0,-1.82,2,11,-20,0,-1.82,71,44,14,7,15,36,0.82,69,25,7,7,7,21,0.84,36,465,1947,4.19,16,194.7,61,396,1605,4.05,12,160.5,81,24,146,2.4,33,28,22,2,0,10,0,224,22.4,58,35,32,0,0,17,1,295,29.5,8,70,28,309,84,8.4,49,158,67,0.42,2,40,152,0.26,40,31:05:00,76,8,6,14,6,10,16,-2,-0.2,40.0,0.40000000000000036,0.7
281,940,TCU,2020,Big 12,0,0,0,0,10,6,4,51,685,4110,6.0,34,411,32,659,3509,5.32,27,29,351,56,58,89,15,162,56,58,89,15,162,69,7,13,1,85,8,13,1,68,27,26,577,0.0,98,273,164,5,1963,7.19,11.97,11,196,52,167,308,2234,18,7.25,13.38,223.4,97,77,615,61.5,55,9,58,0,6.44,55,9,58,0,6.44,55,32,14,3,10,27,0.84,36,28,5,8,9,22,0.79,24,412,2147,5.21,23,214.7,25,351,1275,3.63,9,127.5,74,23,158,2.3,38,29,19,4,0,13,1,242,24.2,47,39,36,1,0,12,0,308,30.8,10,70,20,321,80,8.0,88,144,54,0.38,15,51,155,0.33,61,30:09:00,52,7,8,15,8,5,13,2,0.2,41.5,0.6799999999999997,0.6
282,943,Texas,2020,Big 12,0,0,0,0,9,6,3,21,647,4116,6.36,45,457,70,700,3688,5.27,30,31,410,94,71,123,23,217,94,71,123,23,217,43,6,10,1,8,3,13,0,59,9,54,187,0.0,29,317,189,5,2466,7.78,13.05,27,274,114,232,360,2468,17,6.86,10.64,274.2,119,71,681,75.67,88,19,179,0,9.42,88,19,179,0,9.42,39,51,15,19,10,44,0.86,51,44,11,12,13,36,0.82,48,330,1650,5.0,18,183.3,30,340,1220,3.59,13,135.6,65,20,123,2.22,64,31,29,1,0,15,0,262,29.1,12,47,43,3,0,13,1,372,41.3,19,47,42,241,68,7.6,74,123,48,0.39,30,49,134,0.37,108,27:40:00,18,8,8,16,4,5,9,7,0.78,45.5,1.0900000000000007,0.6666666666666666
283,946,Texas Tech,2020,Big 12,0,0,0,0,10,4,6,39,735,4295,5.84,35,430,98,777,4449,5.73,41,45,445,109,102,108,23,233,109,102,108,23,233,52,14,24,1,73,12,21,1,73,22,24,480,1.0,32,398,259,11,2667,6.7,10.3,18,267,101,225,354,2585,17,7.3,11.49,258.5,86,67,577,57.7,111,12,163,1,13.58,111,12,163,1,13.58,104,33,9,11,5,25,0.76,81,49,22,10,10,42,0.86,67,337,1628,4.83,17,162.8,88,423,1864,4.41,24,186.4,29,16,95,1.6,108,45,42,1,0,17,1,367,36.7,60,38,32,2,0,9,0,291,29.1,79,40,34,192,57,5.7,94,149,55,0.37,78,65,157,0.41,115,27:03:00,116,5,5,10,8,11,19,-9,-0.9,68.5,0.10999999999999943,0.4
284,966,West Virginia,2020,Big 12,0,0,0,0,9,5,4,42,690,3804,5.51,28,423,5,561,2675,4.77,20,23,297,40,61,63,20,144,40,61,63,20,144,76,11,21,1,88,5,8,1,41,34,7,648,1.0,26,359,230,3,2495,6.95,10.85,13,277,8,153,248,1539,12,6.21,10.06,171.0,120,75,688,76.44,21,12,33,0,2.75,21,12,33,0,2.75,23,36,14,8,10,32,0.89,52,17,4,5,5,14,0.82,80,331,1309,3.95,15,145.4,24,313,1136,3.63,8,126.2,47,18,117,2.0,22,23,22,0,0,8,0,184,20.4,78,29,28,0,0,13,0,241,26.8,38,54,14,237,61,6.8,60,145,59,0.41,58,50,127,0.39,18,32:38:00,42,2,10,12,6,3,9,3,0.33,23.5,0.7400000000000002,0.5555555555555556
381,883,Illinois,2020,Big Ten,0,0,0,0,8,2,6,98,521,2792,5.36,19,349,114,572,3753,6.56,35,37,469,72,96,87,13,196,72,96,87,13,196,91,7,15,0,111,13,19,1,91,14,19,320,1.0,114,194,91,4,1223,6.3,13.44,10,153,71,149,214,1912,18,8.93,12.83,239.0,55,39,391,48.88,87,14,130,0,9.29,87,14,130,0,9.29,119,26,9,3,6,18,0.69,91,38,16,11,6,33,0.87,34,327,1569,4.8,9,196.1,116,358,1841,5.14,17,230.1,43,15,80,1.88,97,37,34,1,0,7,0,279,34.9,111,20,20,0,0,7,0,161,20.1,75,33,26,194,46,5.8,81,113,43,0.38,89,43,100,0.43,111,27:26:00,19,8,7,15,5,4,9,6,0.75,106.0,-1.1999999999999993,0.25
382,884,Indiana,2020,Big Ten,0,0,0,0,7,6,1,95,485,2507,5.17,26,358,37,468,2532,5.41,17,18,362,32,53,73,8,134,32,53,73,8,134,96,5,11,0,5,2,11,0,52,21,19,423,0.0,39,247,142,4,1806,7.31,12.72,16,258,58,132,231,1582,11,6.85,11.98,226.0,30,29,308,44.0,61,2,14,0,7.0,61,2,14,0,7.0,71,33,10,11,6,27,0.82,1,19,3,6,2,11,0.58,118,238,701,2.95,10,100.1,31,237,950,4.01,6,135.7,11,8,43,1.14,18,18,15,2,0,3,0,136,19.4,53,26,23,3,0,8,1,211,30.1,63,39,8,201,43,6.1,86,98,37,0.38,32,36,98,0.37,51,30:38:00,3,3,17,20,6,4,10,10,1.43,66.0,-0.2400000000000002,0.8571428571428571
383,885,Iowa,2020,Big Ten,0,0,0,0,8,6,2,87,544,2949,5.42,27,369,10,578,2510,4.34,17,17,314,38,58,78,5,141,38,58,78,5,141,22,6,9,1,42,8,16,1,5,15,30,236,0.0,96,248,141,5,1581,6.38,11.21,9,198,37,159,275,1649,9,6.0,10.37,206.1,15,38,317,39.62,38,6,31,0,5.17,38,6,31,0,5.17,11,36,17,7,9,33,0.92,11,22,8,5,3,16,0.73,60,296,1368,4.62,18,171.0,11,303,861,2.84,8,107.6,22,11,74,1.38,7,17,15,1,0,3,0,128,16.0,40,30,26,3,0,14,0,254,31.8,50,37,30,240,52,6.5,107,107,36,0.34,65,54,134,0.4,77,29:14:00,8,7,11,18,4,5,9,9,1.12,48.5,1.08,0.75
384,897,Maryland,2020,Big Ten,0,0,0,0,5,2,3,53,310,2045,6.6,14,409,84,401,2150,5.36,20,20,430,25,58,53,15,126,25,58,53,15,126,1,1,1,1,100,8,12,1,48,14,1,278,0.0,35,159,98,9,1320,8.3,13.47,9,264,28,93,165,1000,6,6.06,10.75,200.0,124,44,398,79.6,38,6,31,0,5.17,38,6,31,0,5.17,114,11,2,3,3,8,0.73,62,24,11,4,5,20,0.83,82,151,725,4.8,5,145.0,115,236,1150,4.87,14,230.0,110,16,119,3.2,80,20,15,1,0,7,1,160,32.0,95,15,14,1,0,4,0,118,23.6,47,25,16,138,33,6.6,85,66,25,0.38,79,35,84,0.42,124,25:23:00,124,2,2,4,2,9,11,-7,-1.4,68.5,1.2399999999999993,0.4
385,902,Michigan,2020,Big Ten,0,0,0,0,6,2,4,78,385,2291,5.95,21,382,88,466,2606,5.59,26,26,434,40,57,73,14,144,40,57,73,14,144,98,4,9,0,88,5,8,1,58,7,14,144,0.0,43,213,123,4,1502,7.05,12.21,9,250,96,123,208,1533,12,7.37,12.46,255.5,85,35,345,57.5,17,5,12,0,2.4,17,5,12,0,2.4,76,21,11,5,1,17,0.81,118,27,12,8,5,25,0.93,95,172,789,4.59,12,131.5,79,258,1073,4.16,14,178.8,19,8,54,1.33,95,26,25,1,0,8,0,207,34.5,67,23,21,1,0,3,0,170,28.3,119,22,6,108,25,4.2,98,74,27,0.37,101,43,93,0.46,123,25:37:00,90,2,2,4,2,4,6,-2,-0.33,83.0,0.3600000000000003,0.3333333333333333
386,903,Michigan St.,2020,Big Ten,0,0,0,0,7,2,5,109,481,2312,4.81,13,330,57,527,2777,5.27,28,32,397,44,53,83,13,149,44,53,83,13,149,104,5,12,0,60,6,11,1,105,17,9,412,0.0,53,242,132,12,1672,6.91,12.67,11,239,72,151,247,1676,8,6.79,11.1,239.4,102,49,446,63.71,121,15,257,2,17.13,121,15,257,2,17.13,11,12,2,5,4,11,0.92,34,32,16,4,5,25,0.78,122,239,640,2.68,2,91.4,57,280,1101,3.93,20,157.3,72,16,121,2.29,100,32,31,1,0,7,0,246,35.1,116,14,13,0,0,9,1,126,18.0,58,28,32,140,44,6.3,114,113,37,0.33,48,41,107,0.38,113,27:10:00,122,6,5,11,8,12,20,-9,-1.29,83.0,-0.45999999999999996,0.2857142857142857
387,905,Minnesota,2020,Big Ten,0,0,0,0,7,3,4,65,482,2752,5.71,26,393,72,422,2911,6.9,27,28,416,39,69,64,10,143,39,69,64,10,143,69,7,13,1,81,3,5,1,2,22,10,300,0.0,89,184,107,5,1409,7.66,13.17,7,201,39,123,192,1461,11,7.61,11.88,208.7,20,32,293,41.86,24,2,7,0,3.5,24,2,7,0,3.5,80,35,18,6,4,28,0.8,26,34,13,8,5,26,0.77,40,298,1343,4.51,19,191.9,101,230,1450,6.3,16,207.1,42,13,92,1.86,72,28,26,1,0,5,0,211,30.1,71,26,23,0,0,4,0,191,27.3,127,15,6,89,18,2.6,20,86,41,0.48,73,29,71,0.41,6,34:12:00,58,2,5,7,2,5,7,0,0.0,68.5,-1.1900000000000004,0.42857142857142855
388,910,Nebraska,2020,Big Ten,0,0,0,0,8,3,5,67,563,3132,5.56,20,392,52,566,3092,5.46,25,27,387,58,69,83,14,166,58,69,83,14,166,38,8,13,1,97,13,20,1,87,22,12,498,1.0,102,229,156,9,1521,6.64,9.75,5,190,46,152,241,1736,10,7.2,11.42,217.0,94,54,485,60.62,103,12,146,0,12.17,103,12,146,0,12.17,41,35,14,4,12,30,0.86,81,35,11,7,12,30,0.86,28,334,1611,4.82,15,201.4,73,325,1356,4.17,15,169.5,47,16,105,2.0,66,27,26,1,0,15,0,235,29.4,100,21,20,0,0,13,0,185,23.1,46,42,22,179,53,6.6,96,104,38,0.37,68,47,116,0.41,91,28:42:00,123,2,5,7,9,9,18,-11,-1.38,59.5,0.09999999999999964,0.375
389,916,Northwestern,2020,Big Ten,0,0,0,0,8,6,2,100,592,2789,4.71,23,349,23,563,2710,4.81,11,12,339,47,74,68,11,153,47,74,68,11,153,15,15,21,1,81,9,15,1,27,23,11,419,0.0,106,249,150,8,1490,5.98,9.93,9,186,13,149,294,1458,7,4.96,9.79,182.2,10,38,296,37.0,18,10,25,0,2.5,18,10,25,0,2.5,88,29,10,8,5,23,0.79,4,25,4,3,10,17,0.68,69,343,1299,3.79,14,162.4,55,269,1252,4.65,4,156.5,26,12,92,1.5,5,12,10,0,0,14,0,124,15.5,98,23,22,0,0,9,0,187,23.4,59,42,16,198,50,6.2,73,133,52,0.39,12,38,121,0.31,43,30:54:00,40,4,14,18,7,8,15,3,0.38,61.5,-0.09999999999999964,0.75
390,919,Ohio St.,2020,Big Ten,0,1,1,0,6,6,0,6,436,3175,7.28,31,529,34,396,2148,5.42,15,16,358,17,30,71,9,110,17,30,71,9,110,15,5,7,1,60,6,11,1,38,15,10,283,0.0,42,164,119,5,1521,9.27,12.78,15,254,104,140,223,1568,9,7.03,11.2,261.3,66,36,311,51.83,126,3,80,1,26.67,126,3,80,1,26.67,102,34,13,8,5,26,0.77,62,18,6,5,4,15,0.83,5,272,1654,6.08,16,275.7,7,173,580,3.35,6,96.7,104,18,116,3.0,25,16,10,0,0,6,1,126,21.0,7,34,33,0,0,6,0,255,42.5,66,28,16,164,36,6.0,6,80,41,0.51,18,28,82,0.34,10,33:39:00,4,10,6,16,3,5,8,8,1.33,20.0,1.8600000000000003,1.0
391,925,Penn St.,2020,Big Ten,0,0,0,0,9,4,5,37,709,3873,5.46,32,430,17,585,2959,5.06,28,31,329,50,69,75,12,156,50,69,75,12,156,78,11,22,1,14,5,14,0,15,4,42,69,0.0,40,307,185,9,2304,7.5,12.45,17,256,26,157,266,1787,15,6.72,11.38,198.6,11,39,335,37.22,65,10,71,0,7.1,65,10,71,0,7.1,105,37,11,8,9,28,0.76,104,28,12,6,7,25,0.89,56,402,1569,3.9,15,174.3,28,319,1172,3.67,13,130.2,108,28,170,3.11,57,31,29,2,0,10,0,249,27.7,55,34,27,2,0,11,0,268,29.8,42,45,30,233,60,6.7,52,133,56,0.42,33,47,127,0.37,9,33:41:00,110,6,4,10,8,9,17,-7,-0.78,27.0,0.40000000000000036,0.4444444444444444
392,927,Purdue,2020,Big Ten,0,0,0,0,6,2,4,71,411,2343,5.7,19,391,59,445,2394,5.38,21,22,399,30,50,67,14,131,30,50,67,14,131,62,6,11,1,32,6,13,0,122,13,17,356,1.0,17,261,176,4,1854,7.1,10.53,15,309,92,126,192,1525,9,7.94,12.1,254.2,88,42,350,58.33,120,7,117,0,16.71,120,7,117,0,16.71,106,28,4,11,6,21,0.75,49,32,12,7,7,26,0.81,124,150,489,3.26,4,81.5,43,253,869,3.43,12,144.8,47,12,99,2.0,69,22,20,0,0,9,0,179,29.8,75,20,20,0,0,7,1,163,27.2,83,32,2,105,33,5.5,88,80,30,0.38,92,38,87,0.44,109,27:36:00,54,5,3,8,3,4,7,1,0.17,65.0,0.3200000000000003,0.3333333333333333
393,929,Rutgers,2020,Big Ten,0,0,0,0,9,3,6,105,658,3052,4.64,27,339,103,687,4042,5.88,35,36,449,89,92,98,23,213,89,92,98,23,213,85,11,23,0,88,10,16,1,50,28,5,562,1.0,94,316,198,9,1789,5.66,9.04,14,199,80,189,281,2209,21,7.86,11.69,245.4,96,67,548,60.89,25,9,33,0,3.67,25,9,33,0,3.67,23,27,9,8,7,24,0.89,107,38,12,14,8,34,0.9,88,342,1263,3.69,13,140.3,99,406,1833,4.51,14,203.7,83,22,156,2.44,83,36,35,0,0,12,1,289,32.1,81,30,21,3,0,11,0,240,26.7,15,54,32,219,70,7.8,103,144,49,0.34,49,50,129,0.39,100,28:09:00,24,12,8,20,5,9,14,6,0.67,104.0,-1.2400000000000002,0.3333333333333333
394,969,Wisconsin,2020,Big Ten,0,0,0,0,6,3,3,93,431,2153,5.0,17,359,1,332,1581,4.76,10,11,264,5,24,46,10,80,5,24,46,10,80,114,4,11,0,4,1,7,0,63,13,11,274,0.0,104,182,111,6,1123,6.17,10.12,9,187,6,86,166,1019,9,6.14,11.85,169.8,22,30,257,42.83,30,7,30,0,4.29,30,7,30,0,4.29,41,21,6,7,5,18,0.86,5,13,0,6,3,9,0.69,59,249,1030,4.14,8,171.7,5,166,562,3.39,1,93.7,47,12,72,2.0,6,11,9,2,0,5,0,94,15.7,105,17,17,0,0,5,0,134,22.3,93,30,2,102,31,5.2,70,89,35,0.39,1,18,71,0.25,1,36:45:00,98,4,4,8,5,6,11,-3,-0.5,47.0,0.2400000000000002,0.5
487,863,Charlotte,2020,C-USA,0,0,0,0,6,2,4,81,416,2266,5.45,21,378,76,384,2517,6.55,25,26,420,28,58,57,12,127,28,58,57,12,127,52,7,12,1,6,2,10,0,104,7,21,169,0.0,69,179,98,2,1337,7.47,13.64,10,223,36,95,165,1233,10,7.47,12.98,205.5,98,42,370,61.67,80,8,66,0,8.25,80,8,66,0,8.25,41,21,9,6,3,18,0.86,10,29,13,6,2,21,0.72,74,237,929,3.92,11,154.8,109,219,1284,5.86,15,214.0,93,16,88,2.67,88,26,25,0,1,4,0,195,32.5,76,22,18,0,0,4,0,162,27.0,124,15,10,58,20,3.3,61,96,39,0.41,103,32,69,0.46,4,34:18:00,42,3,5,8,4,2,6,2,0.33,78.5,-1.0999999999999996,0.3333333333333333
